state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,recharge_total,minutes_total,calls_total,rechargesPerMinute,plan,churn,prob,cluster
AK,91,area_code_510,0,0,0,197.3,120,33.54,202.4,89,17.2,290.5,128,13.07,15.3,7,4.13,1,67.94,705.5,345,0.0963004961020552,Nenhum,0,0.02264437560461022,1
AR,57,area_code_415,0,1,23,208.7,57,35.48,233.4,132,19.84,108.8,117,4.9,9.1,5,2.46,1,62.67999999999999,560.0,312,0.1119285714285714,Apenas Correio de Voz,0,0.02141139669829937,2
WV,112,area_code_408,0,0,0,168.4,53,28.63,187.5,68,15.94,204.5,125,9.2,9.8,3,2.65,1,56.42,570.1999999999999,250,0.0989477376359172,Nenhum,0,0.021696144276914867,1
OR,100,area_code_415,0,0,0,129.4,69,22.0,251.3,73,21.36,157.1,92,7.07,10.4,3,2.81,1,53.24,548.2,238,0.097117840204305,Nenhum,0,0.021307732850493363,0
ID,42,area_code_510,1,0,0,260.9,94,44.35,152.8,123,12.99,212.6,94,9.57,11.1,4,3.0,1,69.91,637.4,316,0.1096799497960464,Apenas Internacional,0,0.021694247806430363,1
NY,68,area_code_415,0,0,0,267.9,80,45.54,145.4,143,12.36,273.3,119,12.3,14.9,1,4.02,3,74.22,701.4999999999999,346,0.1058018531717747,Nenhum,1,0.8745011807118963,3
KY,132,area_code_415,0,0,0,172.7,90,29.36,344.0,62,29.24,301.6,113,13.57,5.5,4,1.49,0,73.65999999999998,823.8000000000001,269,0.0894149065307113,Nenhum,0,0.022236366588512996,1
RI,137,area_code_408,1,0,0,159.1,80,27.05,239.8,81,20.38,249.0,96,11.21,8.5,5,2.3,0,60.94,656.4,262,0.0928397318708104,Apenas Internacional,0,0.02129150959261836,1
ID,42,area_code_510,0,0,0,166.8,138,28.36,212.4,78,18.05,194.7,70,8.76,12.4,9,3.35,2,58.52,586.3000000000001,297,0.0998123827392119,Nenhum,0,0.02141185882559329,1
NH,81,area_code_415,0,1,17,145.7,89,24.77,202.9,70,17.25,212.4,92,9.56,9.5,5,2.57,1,54.15,570.5,257,0.0949167397020157,Apenas Correio de Voz,0,0.02130915820915631,2
CO,135,area_code_408,0,0,0,129.4,104,22.0,199.0,96,16.92,142.4,81,6.41,12.3,4,3.32,1,48.65,483.1,286,0.1007037880356034,Nenhum,0,0.021652646260783243,0
IA,102,area_code_510,0,0,0,171.5,77,29.16,261.0,107,22.19,328.8,72,14.8,10.2,1,2.75,0,68.9,771.5,257,0.0893065456902138,Nenhum,0,0.026730863181885767,1
MT,117,area_code_510,0,0,0,180.6,134,30.7,216.6,96,18.41,101.0,122,4.55,10.6,6,2.86,4,56.52,508.8,362,0.1110849056603773,Nenhum,1,0.9690877451569534,3
WY,37,area_code_510,0,1,33,225.7,133,38.37,223.9,115,19.03,192.7,131,8.67,11.2,5,3.02,3,69.08999999999999,653.5,387,0.1057230298393266,Apenas Correio de Voz,0,0.02158166371102781,2
HI,72,area_code_408,0,0,0,153.8,64,26.15,304.4,106,25.87,185.0,125,8.32,8.4,5,2.27,1,62.61,651.6,301,0.0960865561694291,Nenhum,0,0.02353983720629008,1
WI,48,area_code_510,0,0,0,176.9,110,30.07,274.3,114,23.32,115.3,125,5.19,11.0,2,2.97,1,61.55,577.5,352,0.1065800865800865,Nenhum,0,0.02219217561114457,1
DE,155,area_code_415,0,0,0,250.5,89,42.59,146.1,84,12.42,164.2,60,7.39,8.4,3,2.27,1,64.67,569.1999999999999,237,0.1136156008432888,Nenhum,0,0.02129764200510665,1
WA,124,area_code_408,0,0,0,282.8,108,48.08,246.3,89,20.94,256.4,96,11.54,10.3,1,2.78,3,83.34,795.8,297,0.1047248052274441,Nenhum,1,0.9694536329743272,3
UT,91,area_code_510,0,0,0,142.6,90,24.24,286.8,102,24.38,222.2,113,10.0,14.8,3,4.0,0,62.62,666.3999999999999,308,0.0939675870348139,Nenhum,0,0.021289507865980394,1
KY,169,area_code_510,0,0,0,276.1,120,46.94,123.5,88,10.5,261.9,116,11.79,11.9,5,3.21,1,72.43999999999998,673.4,330,0.1075735075735075,Nenhum,0,0.021281777173390658,1
NH,74,area_code_510,0,0,0,154.3,71,26.23,262.3,105,22.3,235.3,99,10.59,13.9,4,3.75,0,62.870000000000005,665.8000000000001,279,0.0944277560829077,Nenhum,0,0.02150858744210656,1
RI,101,area_code_408,1,1,35,181.0,88,30.77,222.5,113,18.91,217.8,103,9.8,11.1,3,3.0,1,62.48,632.4,308,0.0987982289690069,Ambos,0,0.021331276657140387,2
CA,142,area_code_415,0,0,0,108.1,81,18.38,146.9,115,12.49,197.6,84,8.89,9.0,7,2.43,1,42.19,461.6,288,0.091399480069324,Nenhum,0,0.021518874452693768,0
PA,61,area_code_415,0,1,31,252.1,98,42.86,215.7,149,18.33,135.7,117,6.11,5.1,4,1.38,2,68.67999999999999,608.6,370,0.1128491620111731,Apenas Correio de Voz,0,0.023760821612456413,2
MA,50,area_code_510,0,0,0,160.1,64,27.22,208.7,123,17.74,199.7,84,8.99,7.6,12,2.05,5,55.99999999999999,576.1,288,0.0972053462940461,Nenhum,1,0.9687522659953519,3
WI,82,area_code_408,0,0,0,217.6,82,36.99,169.4,101,14.4,248.9,124,11.2,12.7,3,3.43,0,66.02000000000001,648.6,310,0.1017884674683934,Nenhum,0,0.02128323511845777,1
MT,142,area_code_415,0,1,22,198.3,144,33.71,157.2,96,13.36,180.9,114,8.14,11.1,4,3.0,2,58.21,547.5,360,0.1063196347031963,Apenas Correio de Voz,0,0.021572313202844928,2
GA,27,area_code_415,0,1,32,190.3,97,32.35,279.0,77,23.72,133.8,117,6.02,8.4,3,2.27,2,64.36,611.5,296,0.1052493867538838,Apenas Correio de Voz,0,0.02280505848207081,2
AZ,165,area_code_408,0,1,23,184.7,63,31.4,168.0,62,14.28,176.1,125,7.92,8.7,5,2.35,1,55.95,537.5,256,0.1040930232558139,Apenas Correio de Voz,0,0.021728324271574825,2
GA,111,area_code_408,1,0,0,159.4,47,27.1,269.3,53,22.89,179.8,103,8.09,13.7,2,3.7,2,61.78,622.2,207,0.0992928318868531,Apenas Internacional,1,0.9694548620169414,3
ME,33,area_code_510,0,1,16,125.1,56,21.27,246.6,140,20.96,235.4,109,10.59,12.1,2,3.27,0,56.09000000000001,619.2,307,0.0905846253229974,Apenas Correio de Voz,0,0.021404547798935948,0
ME,55,area_code_510,0,0,0,181.3,100,30.82,200.5,122,17.04,226.9,99,10.21,10.9,2,2.94,1,61.01,619.6,324,0.0984667527437056,Nenhum,0,0.02141006527533946,1
UT,96,area_code_510,1,0,0,99.8,101,16.97,253.6,83,21.56,112.5,75,5.06,7.5,6,2.03,0,45.620000000000005,473.4,265,0.0963667089142374,Apenas Internacional,0,0.021313824752152363,0
MD,115,area_code_408,0,0,0,254.8,97,43.32,153.5,110,13.05,217.6,117,9.79,9.0,4,2.43,1,68.59,634.9,329,0.1080327610647346,Nenhum,0,0.021323597608378562,1
DC,65,area_code_408,0,0,0,244.5,72,41.57,206.2,88,17.53,299.8,110,13.49,7.6,1,2.05,5,74.64,758.1,276,0.0984566679857538,Nenhum,1,0.9516616710400667,3
OH,50,area_code_408,0,0,0,167.7,74,28.51,179.9,98,15.29,166.5,73,7.49,10.9,2,2.94,1,54.23,525.0,248,0.103295238095238,Nenhum,0,0.021973489151577926,0
MO,137,area_code_510,0,0,0,79.5,121,13.52,164.1,86,13.95,121.8,108,5.48,11.7,7,3.16,2,36.11,377.1,324,0.0957570936091222,Nenhum,0,0.021296298907524058,0
ID,95,area_code_408,0,0,0,133.0,94,22.61,196.6,126,16.71,181.0,128,8.15,9.9,3,2.67,4,50.14,520.5,355,0.0963304514889529,Nenhum,1,0.968962763028598,3
WA,118,area_code_408,0,0,0,297.2,113,50.52,188.8,114,16.05,188.9,100,8.5,12.4,6,3.35,1,78.42,687.3,334,0.1140986468790921,Nenhum,1,0.9694450143374447,3
NY,84,area_code_415,0,0,0,214.9,72,36.53,197.7,92,16.8,153.1,79,6.89,11.9,2,3.21,2,63.43,577.6,247,0.1098164819944598,Nenhum,0,0.02144204124272363,1
NJ,42,area_code_408,0,0,0,269.9,99,45.88,37.8,76,3.21,166.6,139,7.5,13.8,1,3.73,1,60.32,488.1,316,0.1235812333538209,Nenhum,0,0.02143673611367316,1
NM,53,area_code_415,0,0,0,143.8,102,24.45,199.6,124,16.97,177.8,65,8.0,7.8,4,2.11,1,51.53,529.0,296,0.0974102079395085,Nenhum,0,0.021492576680039323,0
ID,123,area_code_415,0,0,0,132.2,122,22.47,169.9,101,14.44,150.1,123,6.75,12.9,11,3.48,3,47.13999999999999,465.1,360,0.1013545474091593,Nenhum,1,0.8486051265284894,3
MO,60,area_code_408,0,0,0,162.8,117,27.68,163.2,121,13.87,242.4,140,10.91,14.2,2,3.83,1,56.28999999999999,582.6,381,0.0966186062478544,Nenhum,0,0.021311425921361447,0
NJ,112,area_code_408,0,0,0,351.5,95,59.76,206.8,108,17.58,275.8,146,12.41,11.9,4,3.21,1,92.96,845.9999999999999,354,0.1098817966903073,Nenhum,1,0.9694100334911347,3
NC,43,area_code_415,0,0,0,165.8,96,28.19,132.0,105,11.22,323.2,62,14.54,10.7,6,2.89,0,56.84,631.7,269,0.0899794206110495,Nenhum,0,0.021438655933711085,0
KY,150,area_code_415,0,1,24,195.7,108,33.27,208.8,110,17.75,177.0,84,7.97,11.7,2,3.16,2,62.150000000000006,593.2,306,0.1047707349966284,Apenas Correio de Voz,0,0.021545882970548016,2
CT,92,area_code_408,0,0,0,250.6,100,42.6,41.7,94,3.54,186.2,100,8.38,9.7,6,2.62,2,57.14,488.2,302,0.1170421958213846,Nenhum,0,0.021290410994683404,1
NY,68,area_code_510,0,0,0,141.9,112,24.12,166.2,94,14.13,223.5,77,10.06,9.2,6,2.48,1,50.79,540.8000000000001,290,0.0939164201183431,Nenhum,0,0.0217691607636378,0
OH,159,area_code_510,0,0,0,168.5,80,28.65,203.9,119,17.33,199.1,126,8.96,8.1,2,2.19,1,57.13,579.6,328,0.0985679779158039,Nenhum,0,0.021285405368477846,1
IL,158,area_code_415,0,1,19,127.6,88,21.69,235.2,82,19.99,195.0,87,8.78,10.1,3,2.73,0,53.19,567.9,260,0.0936608557844691,Apenas Correio de Voz,0,0.021295036263571748,2
IL,119,area_code_408,0,0,0,197.2,111,33.52,168.1,78,14.29,209.8,84,9.44,4.2,2,1.13,1,58.38,579.3,276,0.1007767995857069,Nenhum,0,0.02129726691394066,1
WA,54,area_code_415,0,1,28,217.4,98,36.96,246.2,120,20.93,127.0,92,5.72,7.5,8,2.03,1,65.64,598.1,319,0.1097475338572145,Apenas Correio de Voz,0,0.02128413742142739,2
NJ,60,area_code_415,1,0,0,97.2,91,16.52,243.7,93,20.71,235.0,116,10.58,10.1,2,2.73,1,50.54,586.0,303,0.0862457337883959,Apenas Internacional,1,0.9688056289911747,3
WI,111,area_code_415,0,1,23,87.7,91,14.91,218.3,118,18.56,173.1,87,7.79,12.3,4,3.32,1,44.58,491.4,301,0.0907203907203907,Apenas Correio de Voz,0,0.021723072561637614,0
WV,119,area_code_415,0,1,32,186.4,75,31.69,206.9,92,17.59,150.6,80,6.78,12.1,2,3.27,1,59.330000000000005,556.0,250,0.1067086330935251,Apenas Correio de Voz,0,0.02135114903305744,2
AL,74,area_code_415,0,0,0,180.0,110,30.6,212.9,100,18.1,182.3,95,8.2,11.8,10,3.19,0,60.09,587.0,315,0.1023679727427598,Nenhum,0,0.02128670246379154,1
WY,118,area_code_408,0,0,0,232.4,92,39.51,191.0,68,16.24,213.0,138,9.58,7.7,4,2.08,1,67.41,644.1,303,0.1046576618537494,Nenhum,0,0.021353692817611937,1
ME,124,area_code_415,0,0,0,151.6,119,25.77,198.1,93,16.84,173.4,91,7.8,11.6,3,3.13,3,53.54,534.7,309,0.1001309145315129,Nenhum,0,0.0213733736965435,0
LA,133,area_code_510,0,0,0,172.2,81,29.27,214.9,123,18.27,184.3,90,8.29,11.1,6,3.0,3,58.83,582.5000000000001,303,0.1009957081545064,Nenhum,0,0.021489871092975503,1
WI,49,area_code_408,0,0,0,260.9,88,44.35,174.2,103,14.81,262.8,98,11.83,10.6,4,2.86,1,73.85000000000001,708.5,294,0.1042342978122794,Nenhum,0,0.021626224672961415,1
NH,112,area_code_415,0,0,0,124.4,109,21.15,196.1,119,16.67,166.1,89,7.47,10.2,4,2.75,2,48.04,496.8,323,0.0966988727858293,Nenhum,0,0.021325452816980093,0
HI,130,area_code_510,0,0,0,126.8,101,21.56,144.1,105,12.25,249.6,117,11.23,11.4,8,3.08,2,48.120000000000005,531.9,333,0.090468133107727,Nenhum,0,0.021716925635228375,0
WV,130,area_code_510,0,0,0,110.0,107,18.7,181.9,85,15.46,208.0,94,9.36,11.7,3,3.16,1,46.67999999999999,511.6,290,0.0912431587177482,Nenhum,0,0.021374206276304188,0
UT,188,area_code_408,0,0,0,231.1,92,39.29,182.4,93,15.5,227.2,89,10.22,9.8,5,2.65,4,67.66000000000001,650.5,283,0.1040122982321291,Nenhum,0,0.022583363562766932,1
HI,174,area_code_415,0,0,0,187.4,74,31.86,144.6,142,12.29,235.7,102,10.61,10.2,1,2.75,1,57.51,577.9000000000001,320,0.0995154871084962,Nenhum,0,0.021687632837386308,1
VT,57,area_code_415,0,0,0,166.4,114,28.29,76.8,119,6.53,260.1,77,11.7,10.9,3,2.94,3,49.46,514.2,316,0.0961882535978218,Nenhum,0,0.021666709056394944,0
TX,98,area_code_415,1,0,0,172.5,118,29.33,198.5,107,16.87,230.2,105,10.36,12.6,3,3.4,1,59.96,613.8000000000001,334,0.0976865428478331,Apenas Internacional,0,0.02135541308867729,1
MD,105,area_code_408,0,0,0,141.8,85,24.11,191.3,101,16.26,133.6,126,6.01,10.9,3,2.94,1,49.32,477.6,316,0.1032663316582914,Nenhum,0,0.02133927585332576,0
TN,175,area_code_408,1,1,35,159.5,95,27.12,140.7,100,11.96,176.3,99,7.93,5.4,4,1.46,5,48.47,481.9,303,0.100581033409421,Ambos,1,0.9694310969009041,3
GA,100,area_code_415,0,0,0,218.9,124,37.21,237.5,99,20.19,189.7,52,8.54,11.0,6,2.97,2,68.91,657.0999999999999,283,0.1048698828184446,Nenhum,0,0.02153464667190711,1
MA,132,area_code_415,0,0,0,138.7,101,23.58,257.5,85,21.89,165.6,92,7.45,7.8,1,2.11,2,55.03,569.5999999999999,281,0.0966116573033708,Nenhum,0,0.021348929206802446,0
ND,117,area_code_415,1,0,0,158.1,101,26.88,315.1,96,26.78,176.1,108,7.92,13.9,2,3.75,3,65.33,663.2,310,0.0985072376357056,Apenas Internacional,1,0.9694546695502588,3
NJ,65,area_code_415,0,0,0,97.9,138,16.64,173.0,102,14.71,262.2,92,11.8,9.2,4,2.48,1,45.63,542.3,337,0.0841416190300571,Nenhum,0,0.02433712673878164,0
NH,131,area_code_510,0,0,0,103.5,105,17.6,174.1,103,14.8,248.2,95,11.17,11.7,2,3.16,5,46.73,537.5,310,0.0869395348837209,Nenhum,1,0.9694335770458427,3
NJ,114,area_code_408,0,0,0,206.3,113,35.07,223.5,97,19.0,234.3,119,10.54,8.1,6,2.19,2,66.8,672.2,337,0.0993751859565605,Nenhum,0,0.021357056970333965,1
FL,127,area_code_415,0,1,24,211.5,121,35.96,183.9,115,15.63,186.2,103,8.38,13.5,1,3.65,3,63.620000000000005,595.0999999999999,343,0.1069064022853302,Apenas Correio de Voz,0,0.021790401305179986,2
SC,94,area_code_408,0,0,0,229.2,103,38.96,163.9,133,13.93,190.1,67,8.55,7.4,6,2.0,3,63.44,590.6,312,0.1074161869285472,Nenhum,0,0.021281418180268175,1
WY,67,area_code_510,0,0,0,125.0,96,21.25,294.5,114,25.03,205.7,75,9.26,10.2,4,2.75,1,58.29,635.4000000000001,290,0.0917374881964117,Nenhum,1,0.8240006249694198,3
TX,123,area_code_408,0,1,41,141.3,127,24.02,152.0,96,12.92,218.8,114,9.85,8.1,3,2.19,3,48.98,520.2,343,0.094156093810073,Apenas Correio de Voz,0,0.021335939650788775,2
MA,116,area_code_415,0,0,0,119.0,94,20.23,144.3,110,12.27,199.7,65,8.99,8.8,5,2.38,2,43.870000000000005,471.8,276,0.0929843153878762,Nenhum,0,0.024729815143912877,0
ID,107,area_code_415,0,0,0,260.6,81,44.3,246.1,116,20.92,243.3,117,10.95,12.8,9,3.46,0,79.63,762.8,323,0.1043917147351861,Nenhum,1,0.96943628202275,3
TX,110,area_code_415,0,0,0,149.2,128,25.36,112.8,101,9.59,156.3,111,7.03,12.2,4,3.29,1,45.27,430.5,345,0.1051567944250871,Nenhum,0,0.02128161374453754,0
DE,29,area_code_415,0,0,0,163.7,109,27.83,207.3,88,17.62,266.2,101,11.98,10.4,2,2.81,1,60.24000000000001,647.6,301,0.0930203829524397,Nenhum,0,0.02132004884613552,1
NY,76,area_code_415,0,0,0,223.0,109,37.91,218.7,97,18.59,138.6,126,6.24,11.6,8,3.13,2,65.87,591.9,342,0.1112856901503632,Nenhum,0,0.0212832921672705,1
ME,115,area_code_408,0,0,0,200.2,115,34.03,268.8,109,22.85,185.4,102,8.34,12.8,2,3.46,3,68.67999999999999,667.1999999999999,331,0.1029376498800959,Nenhum,0,0.023157732742842857,1
NM,68,area_code_415,0,0,0,248.6,59,42.26,199.1,126,16.92,112.5,117,5.06,6.5,3,1.76,2,66.0,566.7,307,0.1164637374272101,Nenhum,0,0.02128210677571494,1
IL,63,area_code_415,0,1,26,214.2,80,36.41,253.0,152,21.51,156.4,109,7.04,10.3,2,2.78,2,67.74000000000001,633.9,345,0.1068622811168954,Apenas Correio de Voz,0,0.024941805204736708,2
LA,69,area_code_415,0,0,0,245.6,128,41.75,173.0,101,14.71,111.8,118,5.03,14.2,7,3.83,2,65.32000000000001,544.6,356,0.1199412412780022,Nenhum,0,0.021288540000366396,1
TN,97,area_code_408,0,0,0,238.6,85,40.56,203.3,75,17.28,180.5,127,8.12,16.2,8,4.37,0,70.33000000000001,638.6,295,0.1101315377388036,Nenhum,0,0.021584533157226173,1
MI,108,area_code_510,1,0,0,86.1,97,14.64,227.9,101,19.37,225.8,102,10.16,9.1,3,2.46,3,46.63,548.9,306,0.0849517216250683,Apenas Internacional,0,0.02155769119664329,0
MS,79,area_code_415,0,0,0,161.6,94,27.47,187.5,110,15.94,220.8,71,9.94,10.3,7,2.78,2,56.13,580.2,284,0.0967425025853153,Nenhum,0,0.021368341379503546,0
DE,52,area_code_415,0,0,0,257.9,80,43.84,220.7,82,18.76,225.4,70,10.14,16.8,3,4.54,2,77.28000000000002,720.8,237,0.1072142064372919,Nenhum,1,0.9694417015560719,3
KS,114,area_code_415,0,0,0,209.2,127,35.56,165.3,93,14.05,196.8,98,8.86,10.6,8,2.86,3,61.33,581.9,329,0.1053961161711634,Nenhum,0,0.021283228250652902,1
RI,90,area_code_510,0,1,19,214.0,57,36.38,245.3,105,20.85,205.6,68,9.25,10.3,2,2.78,1,69.26,675.1999999999999,233,0.1025770142180095,Apenas Correio de Voz,0,0.021649955105828393,2
NJ,82,area_code_415,0,1,33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5,67.44000000000001,628.9,335,0.1072348545078709,Apenas Correio de Voz,0,0.022345373956897917,2
WI,122,area_code_415,0,1,21,196.0,104,33.32,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0,59.25,551.1,273,0.1075122482308111,Apenas Correio de Voz,0,0.02131424973125027,2
MT,73,area_code_415,0,1,33,129.8,112,22.07,225.3,96,19.15,262.5,104,11.81,8.6,3,2.32,1,55.35,626.2,316,0.0883902906419674,Apenas Correio de Voz,0,0.021418437807162433,2
WV,100,area_code_408,0,0,0,239.1,96,40.65,180.1,110,15.31,259.2,112,11.66,14.0,2,3.78,0,71.4,692.4,320,0.1031195840554592,Nenhum,0,0.022363442415123932,1
IL,124,area_code_510,0,0,0,133.2,80,22.64,144.2,98,12.26,261.0,102,11.75,12.0,3,3.24,3,49.89,550.4,286,0.0906431686046511,Nenhum,1,0.8434758956288426,3
OR,112,area_code_408,0,0,0,135.7,34,23.07,243.0,99,20.66,209.3,115,9.42,12.2,8,3.29,1,56.440000000000005,600.2,257,0.0940353215594801,Nenhum,0,0.021321896678848533,0
MN,120,area_code_415,0,1,31,211.0,117,35.87,238.7,77,20.29,184.5,99,8.3,14.0,8,3.78,1,68.24,648.2,302,0.1052761493366244,Apenas Correio de Voz,0,0.021283488798337344,2
TX,95,area_code_510,0,0,0,135.2,93,22.98,285.9,123,24.3,228.1,112,10.26,10.0,2,2.7,3,60.24,659.1999999999999,333,0.091383495145631,Nenhum,0,0.02134824267814341,1
AZ,102,area_code_510,0,1,29,158.2,132,26.89,250.6,47,21.3,219.3,86,9.87,15.1,4,4.08,1,62.13999999999999,643.1999999999999,270,0.0966106965174129,Apenas Correio de Voz,0,0.022683566585826882,2
LA,61,area_code_408,0,0,0,140.8,126,23.94,212.5,115,18.06,141.7,79,6.38,6.4,5,1.73,4,50.11,501.4,329,0.0999401675309134,Nenhum,1,0.9694347089682154,3
AL,42,area_code_510,0,0,0,160.2,103,27.23,159.8,116,13.58,255.7,87,11.51,12.9,3,3.48,1,55.8,588.6,310,0.0948012232415902,Nenhum,0,0.02129340944634785,0
MD,104,area_code_415,0,0,0,153.7,86,26.13,160.3,78,13.63,176.6,140,7.95,9.6,8,2.59,1,50.3,500.2000000000001,313,0.1005597760895641,Nenhum,0,0.021282047557285758,0
ND,184,area_code_415,0,0,0,237.6,86,40.39,157.0,105,13.35,163.6,103,7.36,14.2,2,3.83,2,64.93,572.4000000000001,298,0.1134346610761705,Nenhum,0,0.02128780631603969,1
DC,29,area_code_510,0,0,0,182.1,92,30.96,180.4,91,15.33,206.4,128,9.29,7.2,2,1.94,2,57.52,576.1,315,0.0998437771220274,Nenhum,0,0.02130603551636854,1
MD,5,area_code_408,0,0,0,198.7,108,33.78,146.7,86,12.47,216.8,95,9.76,9.5,3,2.57,2,58.58,571.7,294,0.1024663284939653,Nenhum,0,0.021281557592960267,1
MA,58,area_code_408,0,1,47,151.1,117,25.69,137.4,103,11.68,172.6,99,7.77,9.2,8,2.48,1,47.62,470.3,328,0.1012545183925154,Apenas Correio de Voz,0,0.023912774264635516,2
AR,103,area_code_415,0,1,22,219.0,126,37.23,311.9,126,26.51,197.0,112,8.87,9.0,8,2.43,3,75.04,736.9,375,0.101831998914371,Apenas Correio de Voz,0,0.02129150873962552,2
DC,165,area_code_510,0,0,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,64.24,621.9,350,0.1032963498954815,Nenhum,0,0.021284130544383707,1
NJ,77,area_code_408,1,1,34,209.9,79,35.68,226.1,88,19.22,101.8,103,4.58,11.4,2,3.08,2,62.56,549.1999999999999,274,0.1139111434814275,Ambos,1,0.9682553218871544,3
MD,156,area_code_510,0,0,0,81.7,133,13.89,242.5,117,20.61,203.8,112,9.17,12.3,6,3.32,3,46.99,540.3,371,0.0869702017397742,Nenhum,0,0.022166855045301415,0
RI,132,area_code_415,1,1,18,130.7,86,22.22,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,50.47,533.4999999999999,293,0.094601686972821,Ambos,0,0.021297079993423333,0
AL,115,area_code_415,0,0,0,265.9,112,45.2,132.9,94,11.3,185.2,106,8.33,14.6,7,3.94,1,68.77,598.6,320,0.1148847310390912,Nenhum,0,0.021290877085365048,1
MS,109,area_code_510,1,0,0,186.5,106,31.71,190.3,103,16.18,168.5,128,7.58,10.5,6,2.84,2,58.31,555.8,345,0.104911838790932,Apenas Internacional,0,0.02134984262944683,1
NJ,117,area_code_408,0,0,0,185.6,115,31.55,174.8,83,14.86,188.2,122,8.47,6.7,4,1.81,4,56.69,555.3,328,0.1020889609220241,Nenhum,1,0.9662190749580661,3
TX,148,area_code_408,0,0,0,249.7,91,42.45,185.1,90,15.73,234.2,88,10.54,10.5,1,2.84,1,71.56,679.5,271,0.1053127299484915,Nenhum,0,0.022298188732494017,1
MS,135,area_code_510,0,0,0,204.1,116,34.7,150.2,74,12.77,108.1,154,4.86,8.1,1,2.19,2,54.52,470.5,347,0.1158767268862911,Nenhum,0,0.021283020337220734,1
WI,87,area_code_510,0,1,24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0,54.36,575.1,265,0.0945226917057903,Apenas Correio de Voz,0,0.02128489771355788,2
GA,26,area_code_510,0,0,0,83.2,93,14.14,199.5,64,16.96,242.6,112,10.92,10.7,4,2.89,1,44.91,536.0,274,0.0837873134328358,Nenhum,0,0.021877735568496072,0
ME,78,area_code_415,0,0,0,211.4,105,35.94,249.9,77,21.24,199.6,129,8.98,9.3,2,2.51,2,68.67,670.1999999999999,315,0.102461951656222,Nenhum,0,0.1167076961099491,1
MT,78,area_code_510,0,0,0,185.8,102,31.59,251.6,88,21.39,202.8,86,9.13,13.3,6,3.59,2,65.7,653.5,284,0.1005355776587605,Nenhum,0,0.02432029929005612,1
AR,121,area_code_415,0,0,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,54.220000000000006,606.1999999999999,299,0.0894424282415044,Nenhum,0,0.021711420038326566,0
ID,101,area_code_415,0,0,0,202.5,91,34.43,142.5,134,12.11,219.6,102,9.88,10.1,4,2.73,3,59.15,574.7,334,0.1029232643118148,Nenhum,0,0.021736089817648314,1
ND,90,area_code_510,0,0,0,169.4,127,28.8,157.2,111,13.36,172.4,103,7.76,10.7,2,2.89,1,52.81,509.7,344,0.1036099666470472,Nenhum,0,0.021445584419902967,0
AZ,83,area_code_415,0,0,0,135.2,76,22.98,161.0,98,13.69,129.3,105,5.82,9.0,6,2.43,0,44.92,434.5,285,0.1033831990794016,Nenhum,0,0.0213190897753465,0
CA,81,area_code_408,0,0,0,125.1,103,21.27,209.6,103,17.82,186.2,78,8.38,11.8,1,3.19,1,50.66,532.6999999999999,286,0.0951004317627182,Nenhum,0,0.02817070438915107,0
NJ,119,area_code_408,0,0,0,287.1,83,48.81,218.4,124,18.56,151.5,42,6.82,11.0,4,2.97,1,77.16,668.0,254,0.1155089820359281,Nenhum,1,0.9694541999029596,3
NV,134,area_code_415,0,0,0,199.7,107,33.95,205.8,86,17.49,198.8,125,8.95,8.3,5,2.24,0,62.63,612.5999999999999,323,0.1022363695723147,Nenhum,0,0.03198140707716353,1
NV,48,area_code_408,0,0,0,247.6,114,42.09,172.3,110,14.65,264.4,107,11.9,7.1,3,1.92,1,70.56,691.4,335,0.1020538038761932,Nenhum,0,0.021284209157017796,1
AL,185,area_code_415,0,0,0,158.5,93,26.95,294.7,69,25.05,146.2,116,6.58,16.6,3,4.48,0,63.06,616.0,281,0.1023701298701298,Nenhum,0,0.021424544345990934,1
AL,91,area_code_510,0,1,39,160.8,97,27.34,119.3,54,10.14,147.9,101,6.66,10.3,3,2.78,3,46.92,438.3,258,0.1070499657768651,Apenas Correio de Voz,0,0.021352105494180474,2
SC,90,area_code_408,0,1,31,118.5,92,20.15,257.9,76,21.92,186.2,96,8.38,9.0,6,2.43,1,52.88,571.5999999999999,271,0.0925122463261022,Apenas Correio de Voz,0,0.02194336001294666,2
WV,159,area_code_415,0,0,0,181.0,107,30.77,188.4,114,16.01,175.8,41,7.91,9.9,4,2.67,7,57.36,555.1,273,0.1033327328409295,Nenhum,0,0.02133509371803584,1
CO,103,area_code_510,0,1,40,140.3,52,23.85,245.6,114,20.88,111.7,86,5.03,11.1,6,3.0,1,52.760000000000005,508.7,259,0.1037153528602319,Apenas Correio de Voz,0,0.02128500264086774,2
